,Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft
576,1100.0,3,3.0,Unfurnished,"Safdarjung Enclave carpet area 1100 sqft status Ready to Move floor Ground out of 4 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 3 balcony 3 ownership Freehold if you are searching for your dream house, congratulation. you're not so far from your destiny. we got unbeatable ground floor in b-block safdarjung enclave for sale. it is in 150 yds. It has 3 large king sized bedroom attached bathroom with Jacuzzi and roof top shower with all other fittings. it has modular kitchen with all needed facility. it has 3 big balcony with amazing out side view. it has 1 servant quarter also. it has 1 reserved car parking with gated society. It has 24*7 water supply with full power backup. for more information contact us at once because it can be your dream house. read more Contact Agent View Phone No. Share Feedback Crisil Silver Agent Sagar Home Developers Pvt. Ltd. 1000+ Buyers Served",1.0,25000000,Ready_to_move,Resale,Builder_Floor,14818.0
622,850.0,3,3.0,Unfurnished,"Paschim Vihar carpet area 850 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Unfurnished facing North overlooking Garden/Park bathroom 3 balcony 1 ownership Freehold If you want to live a contended, pollution-free and peaceful life with your family and children, here is the once in a lifetime opportunity awaiting your attention!! Presenting a 3BHK ready to move flat up for sale in Paschim Vihar, which is becoming a dream residential area for its ability to provide a slice of authentic New Delhi city life. Property SpecificationsWell-knitted and planned on the super area of 900 sq ft is this 2bhk flat where the owner enjoys the complete rights of the freehold ownership. In a low-rise building of four-floors, this impressive infrastructure is positioned on the second floor, hence the residents can experience the greatest possible cross ventilation and natural sunlight.Though the age of construction is between 15-20 years, this north-facing flat is perfectly maintained and features 3 spacious bedrooms, 2 bathrooms, 2 airy balconies, a dining room, a living room, and a kitchen. All the bedrooms are adorned with decorative wardrobes offered with enough space for storage of clothes and other valuables.The attached toilet is designed in Indian fashion which is mounted-up with a geyser where you can enjoy a hot water bath, while the bathroom available for common use fashioned in the western genre.Further, an eye-catching view of the lush green garden is visible from the two well-aligned balconies where you can enjoy a hot cup of tea, where one balcony is connected to the bedroom, while the other balcony opens to the lobby. Bedecked with a granite countertop, a piped gas connection, and a chimney, the contemporarily designed modular kitchen is also provided with a wash area and also sufficient space for fridge.The entire flat is polished up with the good quality tiles which are easy to install and can be quite pleasant and comfortable underfoot.FacilitiesKeeping in mind the convenience of the residents, some of the basic facilities such as an unrestricted supply of water, and power backup with invertor. Additionally, one open parking space for 1 vehicle read more Contact Owner Share Feedback Owner Yogeet",1.0,5700000,Ready_to_move,Resale,Apartment,11111.0
564,1500.0,3,2.0,Semi-Furnished,Saket,1.0,20500000,Ready_to_move,Resale,Apartment,18055.0
752,450.0,1,1.0,Semi-Furnished,"New Manglapuri, Sultanpur",1.0,2350000,Ready_to_move,Resale,Apartment,5222.0
805,1300.0,3,3.0,Semi-Furnished,Chhattarpur,1.0,4400000,Ready_to_move,New_Property,Builder_Floor,4138.0
409,360.0,1,1.0,Semi-Furnished,Uttam Nagar,1.0,2000000,Ready_to_move,New_Property,Builder_Floor,6584.0
1251,1200.0,3,2.0,Semi-Furnished,Chittaranjan Park,1.0,15500000,Ready_to_move,Resale,Builder_Floor,12916.0
772,1000.0,3,3.0,Semi-Furnished,"New Manglapuri, Sultanpur",1.0,5500000,Ready_to_move,New_Property,Apartment,3714.0
288,4500.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",1.0,70000000,Ready_to_move,New_Property,Builder_Floor,20833.0
524,380.0,1,1.0,Unfurnished,Geeta Colony,1.0,2200000,Ready_to_move,Resale,Builder_Floor,6667.0
157,75.0,2,2.0,Semi-Furnished,Budh Vihar,1.0,3000000,Ready_to_move,Resale,Builder_Floor,40000.0
337,360.0,1,1.0,Unfurnished,"Yamuna Vihar, Shahdara",1.0,2500000,Ready_to_move,Resale,Builder_Floor,6944.0
496,1000.0,3,2.0,Semi-Furnished,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1.0,5510000,Almost_ready,New_Property,Builder_Floor,22222.0
46,1500.0,3,3.0,Semi-Furnished,Lajpat Nagar 2,2.0,26000000,Ready_to_move,New_Property,Builder_Floor,
1135,1350.0,3,3.0,Unfurnished,Punjabi Bagh East,1.0,23500000,Ready_to_move,Resale,Apartment,15278.0
462,1200.0,3,2.0,Semi-Furnished,Vasant Kunj Sector A,2.0,25000000,Ready_to_move,Resale,Apartment,20833.0
439,850.0,2,3.0,Semi-Furnished,Patel Nagar West,1.0,5900000,Ready_to_move,Resale,Builder_Floor,24718.0
177,1300.0,4,4.0,Semi-Furnished,Rohini Sector 22,1.0,15000000,Ready_to_move,New_Property,Builder_Floor,5255.0
916,1500.0,2,2.0,Semi-Furnished,Malviya Nagar,3.0,13000000,Ready_to_move,New_Property,Builder_Floor,14888.0
1001,900.0,3,2.0,Furnished,"Abul Fazal Enclave Part-II, Okhla",1.0,5500000,Ready_to_move,Resale,Builder_Floor,16917.0
424,1680.0,4,5.0,Semi-Furnished,Patel Nagar West,1.0,20000000,Ready_to_move,Resale,Builder_Floor,23840.0
325,1650.0,4,3.0,Furnished,Shahdara,1.0,14000000,Almost_ready,New_Property,Apartment,3901.0
350,2160.0,3,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,65000000,Ready_to_move,Resale,Builder_Floor,30093.0
447,1500.0,3,3.0,Unfurnished,Patel Nagar West,1.0,12500000,Ready_to_move,Resale,Builder_Floor,8333.0
17,1100.0,4,3.0,Semi-Furnished,Rohini Sector 16,1.0,17000000,Ready_to_move,New_Property,Builder_Floor,6154.0
1093,1291.668,3,2.0,Unfurnished,Sheikh Sarai Phase 1,1.0,23500000,Ready_to_move,Resale,Apartment,10556.0
1084,1700.0,3,3.0,Unfurnished,"Savitri Nagar Village, Sheikh Sarai",2.0,8000000,Ready_to_move,Resale,Builder_Floor,
1169,500.0,2,2.0,Semi-Furnished,"Govindpuri Extension, Kalkaji",1.0,3300000,Ready_to_move,New_Property,Builder_Floor,
345,2970.0,7,4.0,Furnished,"Yamuna Vihar, Shahdara",1.0,26500000,Ready_to_move,Resale,Builder_Floor,8923.0
1041,1600.0,3,3.0,Semi-Furnished,"Karol Bagh carpet area 1600 sqft status Ready to Move floor 3 out of 3 floors transaction New Property furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 3 balcony 2 ownership Freehold Near to Karol Bagh Metro station...................................... Its a very peaceful location ....................................................................................................................... read more Contact Agent View Phone No. Share Feedback Agent S R B Properties",1.0,24000000,Ready_to_move,New_Property,Builder_Floor,8761.0
313,800.0,3,2.0,Semi-Furnished,"Ram Nagar, Shahdara",2.0,3800000,Ready_to_move,Resale,Builder_Floor,6526.0
700,1600.0,3,3.0,Semi-Furnished,"Narmada Apartment, Alaknanda",2.0,20000000,Ready_to_move,Resale,Apartment,12500.0
451,1100.0,2,2.0,Semi-Furnished,Vasant Kunj,1.0,15000000,Ready_to_move,Resale,Apartment,
170,1550.0,4,3.0,Semi-Furnished,Rohini Sector 24,1.0,12500000,Ready_to_move,New_Property,Builder_Floor,5255.0
1257,990.0,2,2.0,Unfurnished,Chittaranjan Park Block A,1.0,11500000,Ready_to_move,Resale,Builder_Floor,12916.0
133,900.0,2,2.0,Unfurnished,"Vinoba Puri, Lajpat Nagar",2.0,6300000,Ready_to_move,Resale,Builder_Floor,7000.0
1063,990.0,3,2.0,Unfurnished,"New Moti Nagar, Kirti Nagar",2.0,25000000,Ready_to_move,Resale,Apartment,8889.0
985,1100.0,2,2.0,Unfurnished,Vasundhara Enclave,1.0,7200000,Ready_to_move,Resale,Apartment,9655.0
78,1540.0,3,3.0,Semi-Furnished,"Nav Kairali Apartment, Dwarka Sector 3",1.0,14500000,Ready_to_move,Resale,Apartment,3524.0
945,1800.0,3,3.0,Semi-Furnished,"Dilshad Colony, Dilshad Garden",1.0,15000000,Ready_to_move,New_Property,Builder_Floor,8333.0
346,2250.0,3,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,18500000,Ready_to_move,Resale,Builder_Floor,8222.0
396,540.0,2,2.0,Semi-Furnished,Uttam Nagar West,1.0,2600000,Ready_to_move,New_Property,Builder_Floor,6111.0
389,540.0,2,2.0,Semi-Furnished,Uttam Nagar,1.0,2650000,Ready_to_move,New_Property,Builder_Floor,
385,810.0,3,2.0,Semi-Furnished,Laxmi Nagar,1.0,9000000,Ready_to_move,Resale,Builder_Floor,11111.0
119,1600.0,3,3.0,Unfurnished,Lajpat Nagar 3,2.0,29500000,Ready_to_move,Resale,Builder_Floor,15556.0
880,500.0,1,1.0,Unfurnished,"DDA Pocket H, Narela",39.0,1800000,Ready_to_move,Resale,Apartment,3600.0
892,585.0,2,2.0,Unfurnished,Narela,1.0,1900000,Ready_to_move,Resale,Builder_Floor,3248.0
229,850.0,2,2.0,Semi-Furnished,"Diamond Heights Multi Estate, Najafgarh",1.0,2940000,Almost_ready,New_Property,Apartment,24718.0
1064,2282.0,4,5.0,Unfurnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2.0,37500000,Ready_to_move,Resale,Apartment,8889.0
21,900.0,3,2.0,Semi-Furnished,"Vijay Vihar, Rohini",5.0,4500000,Ready_to_move,Resale,Builder_Floor,6154.0
1182,1600.0,3,3.0,Semi-Furnished,Kalkaji,2.0,26000000,Ready_to_move,Resale,Builder_Floor,
789,1500.0,3,3.0,Unfurnished,Chhattarpur,4.0,6000000,Ready_to_move,Resale,Builder_Floor,
250,1600.0,3,3.0,Semi-Furnished,New Friends Colony,2.0,40000000,Ready_to_move,Resale,Apartment,15459.0
243,4300.0,4,4.0,Unfurnished,"New Friends Colony carpet area 4300 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road car parking 2 Covered, 2 Open bathroom 4 balcony 3 ownership Freehold hurry up... dont waste time any where, It is best deal in your pocket budget.well maintained second floor with terrace garden plus 2 additional room on terrace up for sale in new friends colony.the property has 4 king sized bedroom attached bathroom with roof top shower with Jacuzzi. It has 3 big balconies with wonderful outer view. It has modular kitchen with new fittings. It has servant quarter pooja room study room store room etc. It has drawing & dining. It has 2 car parking with gated society. It has 247 hours water supply with full power backup. It is in amazing location. read more Contact Agent View Phone No. Share Feedback Crisil Silver Agent Sagar Home Developers Pvt. Ltd. 1000+ Buyers Served",2.0,60000000,Ready_to_move,Resale,Builder_Floor,120000.0
1234,1116.0,3,3.0,Semi-Furnished,Chittaranjan Park,1.0,14700000,Ready_to_move,Resale,Builder_Floor,20938.0
35,1450.0,3,3.0,Semi-Furnished,Lajpat Nagar 3,2.0,30000000,Ready_to_move,New_Property,Builder_Floor,
980,1300.0,3,2.0,Semi-Furnished,"Anekant Apartment, Vasundhara Enclave",2.0,9800000,Ready_to_move,Resale,Apartment,9655.0
671,2100.0,3,3.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2.0,37000000,Ready_to_move,Resale,Apartment,17619.0
507,700.0,2,2.0,Semi-Furnished,"Khanpur, Madangir",1.0,2400000,Ready_to_move,New_Property,Builder_Floor,18750.0
712,1400.0,2,2.0,Unfurnished,"Nilgiri Apartment, Alaknanda",1.0,16500000,Ready_to_move,Resale,Apartment,12500.0
1012,550.0,2,1.0,Semi-Furnished,"Batla House, Okhla",2.0,1600000,Ready_to_move,Resale,Apartment,2778.0
109,8000.0,4,5.0,Semi-Furnished,Lajpat Nagar,1.0,240000000,Ready_to_move,New_Property,Builder_Floor,20000.0
379,450.0,2,2.0,Semi-Furnished,"Laxmi Nagar super area 450 sqft status Ready to Move floor 3 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property East Facing Property This Builder Floor Apartment at 3rd faces East & overlooks Main Road offering a beautiful view from the house. with airy interiors. The type of ownership is Freehold. The Builder Floor Apartment is newly constructed. Bank loans available from LIC Housing Finance, Kotak Mahindra Bank, Indiabulls. Flooring of type Marble covers maximum part of the house. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Sonia",1.0,2550000,Ready_to_move,New_Property,Builder_Floor,5666.0
614,960.0,2,2.0,Semi-Furnished,"Navbharat Apartment, Paschim Vihar Block B1",2.0,13000000,Ready_to_move,Resale,Apartment,14722.0
604,1818.0,3,3.0,Unfurnished,Paschim Vihar,1.0,22000000,Ready_to_move,Resale,Builder_Floor,
627,800.0,3,2.0,Unfurnished,"Guru Harikishan Nagar, Paschim Vihar",1.0,12000000,Ready_to_move,Resale,Builder_Floor,10943.0
660,3405.0,5,5.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3.0,70000000,Ready_to_move,Resale,Apartment,20558.0
582,3250.0,4,4.0,Semi-Furnished,"Safdarjung Enclave carpet area 3250 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park, Main Road car parking 1 Covered bathroom 4 balcony 3 ownership Freehold Near Buy Green park Metro station. The location of the property is Awesome and Peaceful. The construction is very Highend and Very tasteful Done-up. The Same property is location on the FF. 4 Side corner read more Contact Agent Enquire Now Share Feedback Crisil Silver Agent Findahouse Real Estate Consultants LLP 2000+ Buyers Served",1.0,55000000,Ready_to_move,Resale,Builder_Floor,14818.0
171,850.0,3,2.0,Semi-Furnished,Rohini Sector 23,1.0,6500000,Ready_to_move,New_Property,Builder_Floor,5255.0
677,2125.0,3,3.0,Semi-Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",2.0,36500000,Ready_to_move,Resale,Apartment,17176.0
238,45.0,4,3.0,Unfurnished,"Batla House, Okhla",1.0,5500000,Ready_to_move,New_Property,Builder_Floor,18750.0
824,1250.0,3,2.0,Semi-Furnished,Mehrauli carpet area 1250 sqft status Ready to Move floor Ground out of 8 floors transaction Resale furnishing Semi-Furnished facing East overlooking Main Road car parking 1 Covered bathroom 2 balcony 3 ownership Freehold The flat located are very good condition and well developed area. The flat area are very spaciable. This flat balcony view is very best society very neat and clean. read more Contact Agent View Phone No. Share Feedback Agent Bharti Real Estate 100+ Buyers Served,1.0,6500000,Ready_to_move,Resale,Apartment,8060.0
936,900.0,3,2.0,Semi-Furnished,"Dilshad Colony, Dilshad Garden",2.0,13500000,Ready_to_move,Resale,Apartment,7666.0
1235,1070.0,2,3.0,Semi-Furnished,Chittaranjan Park,1.0,18000000,Ready_to_move,New_Property,Builder_Floor,20938.0
321,1300.0,4,3.0,Furnished,"Mansarowar Park, Shahdara",1.0,11500000,Ready_to_move,New_Property,Builder_Floor,3901.0
979,780.0,2,2.0,Semi-Furnished,Vasundhara Enclave,1.0,7500000,Ready_to_move,Resale,Apartment,9655.0
1114,2572.0,3,3.0,Furnished,Punjabi Bagh West,4.0,35000000,Ready_to_move,Resale,Apartment,13608.0
155,500.0,2,2.0,Semi-Furnished,Budh Vihar Phase 1,1.0,1650000,Ready_to_move,Resale,Apartment,3300.0
624,820.0,2,3.0,Unfurnished,Paschim Vihar,1.0,7500000,Ready_to_move,Resale,Apartment,11111.0
138,1500.0,3,3.0,Semi-Furnished,Lajpat Nagar 2,1.0,26000000,Ready_to_move,New_Property,Builder_Floor,7000.0
125,750.0,2,2.0,Semi-Furnished,"Vinoba Puri, Lajpat Nagar",2.0,11500000,Ready_to_move,New_Property,Builder_Floor,9259.0
456,1600.0,3,2.0,Unfurnished,"Saraswati Narmada Ganga Yamuna Apartment, Vasant Kunj Sector D",1.0,23000000,Ready_to_move,Resale,Apartment,
66,1200.0,3,3.0,Semi-Furnished,"Ashirwad Apartments, Dwarka Sector 12",1.0,15500000,Ready_to_move,Resale,Apartment,3524.0
1108,1600.0,3,3.0,Semi-Furnished,Sheikh Sarai Phase 1,2.0,21000000,Ready_to_move,Resale,Apartment,13125.0
626,14220.0,3,3.0,Semi-Furnished,Paschim Vihar Block B4,1.0,27500000,Ready_to_move,New_Property,Builder_Floor,10943.0
605,1800.0,3,2.0,Unfurnished,Paschim Vihar Block B4,1.0,26500000,Ready_to_move,Resale,Builder_Floor,14722.0
1019,1775.0,3,3.0,Semi-Furnished,"The Amaryllis, Karol Bagh",1.0,25500000,Almost_ready,New_Property,Apartment,14366.0
930,750.0,2,1.0,Unfurnished,"Guru Teg Bahadur Enclave, Dilshad Garden",,7350000,Ready_to_move,Resale,Apartment,
178,1100.0,3,2.0,Semi-Furnished,Rohini Sector 20,1.0,6200000,Ready_to_move,New_Property,Builder_Floor,5255.0
1039,720.0,2,1.0,Semi-Furnished,"Dev Nagar, Karol Bagh",1.0,7000000,Ready_to_move,Resale,Builder_Floor,9722.0
415,675.0,2,1.0,Unfurnished,Uttam Nagar,1.0,2900000,Ready_to_move,Resale,Builder_Floor,5794.0
100,1710.0,3,3.0,Semi-Furnished,Lajpat Nagar 3,1.0,24800000,Ready_to_move,Resale,Builder_Floor,
830,405.0,1,1.0,Semi-Furnished,Mehrauli,1.0,1600000,Ready_to_move,Resale,Apartment,3148.0
942,750.0,2,1.0,Semi-Furnished,"DDA Pocket JK, Dilshad Garden",2.0,6500000,Ready_to_move,New_Property,Apartment,8640.0
334,376.7365,1,1.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,3000000,Ready_to_move,New_Property,Apartment,85715.0
114,1700.0,3,3.0,Semi-Furnished,Lajpat Nagar 3,1.0,27500000,Ready_to_move,Resale,Builder_Floor,16176.0
681,2300.0,5,6.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3.0,58000000,Ready_to_move,Resale,Apartment,21311.0
220,976.0,2,2.0,Furnished,"Godrej South Estate, Okhla",1.0,24900000,Ready_to_move,New_Property,Apartment,25512.0
391,1000.0,3,2.0,Unfurnished,"Virat Residency, Dwarka Mor",1.0,4620000,Ready_to_move,New_Property,Apartment,4620.0
1153,2700.0,4,4.0,Unfurnished,Greater Kailash 4 Nri Colony,2.0,36500000,Ready_to_move,Resale,Builder_Floor,12500.0
309,950.0,3,2.0,Semi-Furnished,Shahdara,1.0,5500000,Ready_to_move,Resale,Apartment,6526.0
1096,900.0,2,2.0,Unfurnished,Sheikh Sarai Phase 1,2.0,5500000,Ready_to_move,New_Property,Builder_Floor,12307.0
1173,950.0,3,2.0,Semi-Furnished,"Govindpuri Extension, Kalkaji",1.0,8000000,Ready_to_move,New_Property,Apartment,
527,810.0,5,6.0,Furnished,Geeta Colony,1.0,28900000,Ready_to_move,Resale,Apartment,6667.0
989,1500.0,2,2.0,Furnished,"Godrej South Estate, Okhla",2.0,24700000,Almost_ready,New_Property,Apartment,16466.0
245,2500.0,3,3.0,Semi-Furnished,"Maharani Bagh, New Friends Colony",2.0,50000000,Ready_to_move,Resale,Apartment,120000.0
685,1400.0,2,3.0,Unfurnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3.0,28600000,Ready_to_move,Resale,Apartment,20967.0
518,1800.0,4,3.0,Furnished,"Kanti Nagar East, Shahdara",,35000000,Ready_to_move,Resale,Builder_Floor,19444.0
1021,1252.0,2,2.0,Semi-Furnished,"The Amaryllis, Karol Bagh",1.0,18500000,Almost_ready,New_Property,Apartment,14776.0
799,1600.0,3,4.0,Unfurnished,"DLF Chattarpur Farms, Chhattarpur",1.0,60000000,Almost_ready,New_Property,Apartment,4138.0
394,1000.0,3,2.0,Semi-Furnished,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1.0,5510000,Almost_ready,New_Property,Builder_Floor,6111.0
640,1800.0,3,2.0,Semi-Furnished,"Pushpanjali Apartments, Aashirwaad Chowk, Dwarka",1.0,15500000,Ready_to_move,Resale,Apartment,
104,2700.0,4,4.0,Semi-Furnished,Lajpat Nagar 3,2.0,55000000,Ready_to_move,Resale,Builder_Floor,183333.0
871,900.0,2,2.0,Semi-Furnished,"DDA Flats Pocket 1 Sector A9, Narela",2.0,3800000,Ready_to_move,Resale,Apartment,4222.0
959,900.0,2,2.0,Semi-Furnished,Vasundhara Enclave,,8000000,Ready_to_move,Resale,Apartment,
904,2050.0,4,4.0,Semi-Furnished,"Geetanjali Enclave, Malviya Nagar",2.0,62500000,Ready_to_move,New_Property,Builder_Floor,
51,900.0,2,2.0,Unfurnished,Lajpat Nagar 1,2.0,10000000,Ready_to_move,Resale,Builder_Floor,22000.0
602,1150.0,3,3.0,Semi-Furnished,Paschim Vihar Block B2,1.0,21000000,Ready_to_move,Resale,Builder_Floor,
354,675.0,4,2.0,Furnished,"Yamuna Vihar, Shahdara",2.0,18500000,Ready_to_move,Resale,Builder_Floor,35714.0
1177,1000.0,3,3.0,Semi-Furnished,"Govindpuri Extension, Kalkaji",2.0,8600000,Ready_to_move,New_Property,Apartment,
460,1075.0,2,2.0,Semi-Furnished,"DDA Flats Sector E Pocket 1, Vasant Kunj",2.0,12000000,Ready_to_move,New_Property,Apartment,15500.0
22,430.556,1,1.0,Furnished,"Rohini Sector 18 carpet area 40 sqm status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Furnished facing East overlooking Main Road car parking 2 Open bathroom 1 balcony 1 ownership Freehold East Facing Property It an LIG three side corner flat in second floor, having full scope of expansion. interior decorated with 2 textured wall , kajaria tiles , fully modular kitchen, branded bathroom and toilet fittings, LED panel, ac in one bedroom, false ceiling in entire flat.south facing unobstructed view balcony. It was all renovated only 2.5 yrs back so every thing is in brand new condition. read more Contact Owner View Phone No. Share Feedback Owner Pramod",2.0,5300000,Ready_to_move,Resale,Apartment,6154.0
374,450.0,2,1.0,Unfurnished,"Lalita Park, Laxmi Nagar",2.0,2500000,Ready_to_move,Resale,Apartment,32000.0
538,1000.0,2,2.0,Unfurnished,Laxmi Nagar,1.0,5000000,Ready_to_move,New_Property,Apartment,5000.0
218,1387.0,4,4.0,Unfurnished,"Delhi Homes Yojana, Dwarka Sector 24",1.0,5890000,Ready_to_move,New_Property,Apartment,4247.0
585,5500.0,6,7.0,Furnished,Safdarjung Enclave,1.0,160000000,Ready_to_move,Resale,Apartment,14818.0
761,450.0,1,1.0,Unfurnished,Sultanpur,1.0,2000000,Ready_to_move,New_Property,Builder_Floor,3714.0
1097,850.0,2,2.0,Semi-Furnished,Sheikh Sarai Phase 1,1.0,13500000,Ready_to_move,Resale,Apartment,15882.0
815,1350.0,3,3.0,Unfurnished,Mehrauli,1.0,8500000,Ready_to_move,New_Property,Builder_Floor,3294.0
414,550.0,2,2.0,Semi-Furnished,"Uttam Nagar carpet area 550 sqft status Ready to Move transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property Newly Constructed Property East Facing Property 2bhk fully furnished flats available for sale at uttam nagar, the flat is fully loaded, one singal wall texture in all bedrooms, modular kitchen, LED pannel in drawing room, wardrobes in bedroom read more Contact Agent View Phone No. Share Feedback Pranita Developers Pvt. Ltd. Certified Agent Trusted by Users Genuine Listings 100+ Buyers Served",1.0,2600000,Ready_to_move,New_Property,Builder_Floor,5794.0
205,1150.0,3,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,10000000,Ready_to_move,New_Property,Builder_Floor,6714.0
1015,675.0,2,2.0,Unfurnished,"Abul Fazal Enclave Part-II, Okhla",1.0,3100000,Ready_to_move,Resale,Builder_Floor,5556.0
497,1135.0,3,3.0,Furnished,"The Amaryllis, Karol Bagh",2.0,25000000,Almost_ready,Resale,Apartment,22222.0
516,450.0,2,1.0,Unfurnished,"Seelampur, Shahdara",,6000000,Ready_to_move,Resale,Apartment,13333.0
702,1400.0,3,2.0,Unfurnished,Alaknanda,1.0,19000000,Ready_to_move,Resale,Apartment,12500.0
676,3112.0,5,6.0,Semi-Furnished,Commonwealth Games Village 2010,3.0,60000000,Ready_to_move,Resale,Apartment,19280.0
375,900.0,4,2.0,Furnished,Laxmi Nagar,1.0,6600000,Ready_to_move,Resale,Builder_Floor,32000.0
185,980.0,3,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,7300000,Ready_to_move,New_Property,Apartment,7449.0
404,620.0,2,2.0,Semi-Furnished,Uttam Nagar,1.0,3100000,Ready_to_move,New_Property,Builder_Floor,6111.0
706,1400.0,2,2.0,Semi-Furnished,Alaknanda,2.0,14000000,Ready_to_move,Resale,Apartment,12500.0
841,1100.0,3,2.0,Semi-Furnished,Mahavir Enclave Part 1,1.0,7500000,Ready_to_move,New_Property,Builder_Floor,
401,495.0,2,2.0,Semi-Furnished,Uttam Nagar West,1.0,2150000,Ready_to_move,New_Property,Builder_Floor,6111.0
794,725.0,2,2.0,Furnished,Chhattarpur,1.0,3000000,Ready_to_move,Resale,Apartment,4138.0
991,540.0,2,1.0,Semi-Furnished,"Abul Fazal Enclave Part 1, Okhla",1.0,3600000,Ready_to_move,New_Property,Builder_Floor,25512.0
441,900.0,3,2.0,Unfurnished,Patel Nagar West,1.0,12000000,Ready_to_move,Resale,Builder_Floor,13333.0
132,900.0,2,2.0,Furnished,Lajpat Nagar 2,2.0,11000000,Ready_to_move,Resale,Builder_Floor,18507.0
745,1300.0,3,3.0,Furnished,"Sidharth Enclave, Kilokri, Ring Road",1.0,20000000,Ready_to_move,New_Property,Apartment,15384.0
173,720.0,3,2.0,Semi-Furnished,Rohini Sector 23,1.0,6000000,Ready_to_move,New_Property,Builder_Floor,5255.0
690,980.0,2,2.0,Semi-Furnished,"Shivalik Apartments, Alaknanda",2.0,13800000,Ready_to_move,Resale,Apartment,
428,1900.0,3,3.0,Semi-Furnished,"The Leela Sky Villas, Patel Nagar",1.0,55300000,Almost_ready,New_Property,Apartment,7500.0
846,450.0,1,1.0,Semi-Furnished,Mahavir Enclave Part 1,1.0,2500000,Ready_to_move,New_Property,Builder_Floor,
1238,1200.0,3,3.0,Semi-Furnished,Chittaranjan Park carpet area 1200 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing North - East overlooking Garden/Park bathroom 3 balcony 2 ownership Freehold Newly Constructed Property Newly Constructed Property brand new 1st floor 3bedroom attach bathrooms stilt car parking modular kitchen air condition prime location c r park read more Contact Agent View Phone No. Share Feedback Nirmala Associates Certified Agent Trusted by Users Genuine Listings 1500+ Buyers Served,1.0,22200000,Ready_to_move,New_Property,Builder_Floor,18333.0
1081,1250.0,2,4.0,Semi-Furnished,Sheikh Sarai,1.0,19000000,Ready_to_move,Resale,Builder_Floor,
718,1400.0,3,3.0,Semi-Furnished,Alaknanda,1.0,19000000,Ready_to_move,Resale,Apartment,11538.0
946,1080.0,3,1.0,Unfurnished,Dilshad Garden,1.0,7000000,Ready_to_move,New_Property,Apartment,8333.0
96,1600.0,3,3.0,Unfurnished,Lajpat Nagar 3,1.0,30000000,Ready_to_move,New_Property,Builder_Floor,
883,236.8058,1,1.0,Unfurnished,Narela,1.0,2000000,Ready_to_move,Resale,Apartment,4221.0
635,2000.0,4,3.0,Furnished,"Mohinder Apartments, Aashirwaad Chowk, Dwarka",1.0,31500000,Ready_to_move,Resale,Apartment,
738,1550.0,4,2.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2.0,16200000,Ready_to_move,Resale,Apartment,
499,850.0,2,2.0,Semi-Furnished,"Diamond Heights Multi Estate, Najafgarh",1.0,2940000,Almost_ready,New_Property,Apartment,24718.0
74,1850.0,3,4.0,Semi-Furnished,Dwarka,1.0,24000000,Ready_to_move,Resale,Apartment,3524.0
89,1525.0,3,3.0,Semi-Furnished,"Chopra Apartment, Dwarka Sector 23",1.0,14200000,Ready_to_move,Resale,Apartment,3524.0
1176,1300.0,3,3.0,Semi-Furnished,Kalkaji,2.0,21000000,Ready_to_move,Resale,Builder_Floor,
